city,ward,issue_type,reported_date,acknowledged_date,action_start_date,resolved_date,status,resolution_time_days
Delhi,Central Delhi,Pothole,2022-01-11,2022-01-13 00:00:00,2022-01-17 00:00:00,2022-01-29 00:00:00,Resolved,18
Delhi,Rohini,Garbage Overflow,2022-01-11,2022-01-13 00:00:00,2022-01-18 00:00:00,2022-02-14 00:00:00,Resolved,34
Delhi,East Delhi,Garbage Overflow,2022-01-11,2022-01-11 00:00:00,,,Acknowledged,
Delhi,South Delhi,Broken Streetlight,2022-01-12,,,,Ignored,
Delhi,Central Delhi,Garbage Overflow,2022-01-12,,,,Ignored,
Delhi,Central Delhi,Water Supply Issue,2022-01-12,2022-01-15 00:00:00,2022-01-16 00:00:00,2022-01-22 00:00:00,Resolved,10
Delhi,Rohini,Broken Streetlight,2022-01-12,,,,Ignored,
Delhi,Dwarka,Sewage Issue,2022-01-12,2022-01-12 00:00:00,2022-01-16 00:00:00,,In Progress,
Delhi,Rohini,Damaged Footpath,2022-01-12,2022-01-15 00:00:00,2022-01-18 00:00:00,2022-02-09 00:00:00,Resolved,28
Delhi,South Delhi,Pothole,2022-01-13,,,,Ignored,
Delhi,Central Delhi,Water Supply Issue,2022-01-13,2022-01-13 00:00:00,2022-01-16 00:00:00,2022-01-22 00:00:00,Resolved,9
Delhi,North Delhi,Broken Streetlight,2022-01-13,2022-01-15 00:00:00,2022-01-16 00:00:00,,In Progress,
Delhi,Dwarka,Garbage Overflow,2022-01-13,2022-01-16 00:00:00,,,Acknowledged,
Delhi,North Delhi,Garbage Overflow,2022-01-14,2022-01-15 00:00:00,,,Acknowledged,
Delhi,North Delhi,Pothole,2022-01-14,2022-01-14 00:00:00,2022-01-18 00:00:00,,In Progress,
Delhi,East Delhi,Broken Streetlight,2022-01-14,2022-01-16 00:00:00,,,Acknowledged,
Delhi,South Delhi,Garbage Overflow,2022-01-14,2022-01-17 00:00:00,2022-01-18 00:00:00,2022-02-06 00:00:00,Resolved,23
Delhi,South Delhi,Garbage Overflow,2022-01-15,2022-01-15 00:00:00,2022-01-17 00:00:00,2022-02-11 00:00:00,Resolved,27
Delhi,West Delhi,Damaged Footpath,2022-01-15,2022-01-16 00:00:00,2022-01-20 00:00:00,,In Progress,
Delhi,Dwarka,Damaged Footpath,2022-01-15,,,,Ignored,
Delhi,Central Delhi,Broken Streetlight,2022-01-15,2022-01-17 00:00:00,2022-01-22 00:00:00,2022-02-10 00:00:00,Resolved,26
Delhi,Rohini,Broken Streetlight,2022-01-16,2022-01-17 00:00:00,2022-01-18 00:00:00,2022-02-08 00:00:00,Resolved,23
Delhi,East Delhi,Damaged Footpath,2022-01-16,2022-01-16 00:00:00,2022-01-21 00:00:00,2022-02-28 00:00:00,Resolved,43
Delhi,Dwarka,Water Supply Issue,2022-01-16,2022-01-19 00:00:00,2022-01-23 00:00:00,2022-01-30 00:00:00,Resolved,14
Delhi,North Delhi,Pothole,2022-01-17,2022-01-17 00:00:00,2022-01-20 00:00:00,2022-02-01 00:00:00,Resolved,15
Delhi,Dwarka,Broken Streetlight,2022-01-17,2022-01-18 00:00:00,,,Acknowledged,
Delhi,Central Delhi,Sewage Issue,2022-01-17,2022-01-19 00:00:00,2022-01-21 00:00:00,2022-02-25 00:00:00,Resolved,39
Delhi,South Delhi,Sewage Issue,2022-01-18,2022-01-21 00:00:00,2022-01-24 00:00:00,2022-03-08 00:00:00,Resolved,49
Delhi,Rohini,Garbage Overflow,2022-01-18,,,,Ignored,
Delhi,Rohini,Damaged Footpath,2022-01-18,2022-01-19 00:00:00,2022-01-23 00:00:00,,In Progress,
Delhi,North Delhi,Water Supply Issue,2022-01-18,2022-01-20 00:00:00,2022-01-25 00:00:00,2022-01-27 00:00:00,Resolved,9
Delhi,Central Delhi,Pothole,2022-01-20,2022-01-20 00:00:00,2022-01-24 00:00:00,2022-02-17 00:00:00,Resolved,28
Delhi,Central Delhi,Water Supply Issue,2022-01-20,2022-01-23 00:00:00,2022-01-28 00:00:00,2022-02-07 00:00:00,Resolved,18
Delhi,West Delhi,Broken Streetlight,2022-01-21,2022-01-21 00:00:00,,,Acknowledged,
Delhi,West Delhi,Garbage Overflow,2022-01-21,2022-01-23 00:00:00,2022-01-25 00:00:00,2022-02-11 00:00:00,Resolved,21
Delhi,Central Delhi,Water Supply Issue,2022-01-21,2022-01-23 00:00:00,2022-01-24 00:00:00,2022-02-03 00:00:00,Resolved,13
Delhi,North Delhi,Pothole,2022-01-22,2022-01-22 00:00:00,2022-01-26 00:00:00,2022-02-25 00:00:00,Resolved,34
Delhi,Dwarka,Pothole,2022-01-22,,,,Ignored,
Delhi,South Delhi,Damaged Footpath,2022-01-23,,,,Ignored,
Delhi,Dwarka,Pothole,2022-01-24,2022-01-25 00:00:00,,,Acknowledged,
Delhi,South Delhi,Pothole,2022-01-24,,,,Ignored,
Delhi,North Delhi,Damaged Footpath,2022-01-24,2022-01-26 00:00:00,2022-01-28 00:00:00,2022-02-18 00:00:00,Resolved,25
Delhi,East Delhi,Garbage Overflow,2022-01-24,2022-01-26 00:00:00,2022-01-30 00:00:00,2022-02-09 00:00:00,Resolved,16
Delhi,North Delhi,Garbage Overflow,2022-01-25,,,,Ignored,
Delhi,West Delhi,Pothole,2022-01-25,2022-01-27 00:00:00,2022-01-29 00:00:00,2022-02-07 00:00:00,Resolved,13
Delhi,East Delhi,Water Supply Issue,2022-01-25,2022-01-25 00:00:00,2022-01-28 00:00:00,2022-02-06 00:00:00,Resolved,12
Delhi,Central Delhi,Water Supply Issue,2022-01-25,,,,Ignored,
Delhi,East Delhi,Damaged Footpath,2022-01-25,2022-01-25 00:00:00,,,Acknowledged,
Delhi,Central Delhi,Water Supply Issue,2022-01-26,2022-01-28 00:00:00,2022-01-29 00:00:00,2022-02-04 00:00:00,Resolved,9
Delhi,South Delhi,Water Supply Issue,2022-01-26,2022-01-27 00:00:00,2022-01-30 00:00:00,2022-02-02 00:00:00,Resolved,7
Delhi,North Delhi,Broken Streetlight,2022-01-26,2022-01-29 00:00:00,2022-01-31 00:00:00,2022-02-20 00:00:00,Resolved,25
Delhi,Rohini,Broken Streetlight,2022-01-26,,,,Ignored,
Delhi,East Delhi,Broken Streetlight,2022-01-26,2022-01-27 00:00:00,,,Acknowledged,
Delhi,West Delhi,Pothole,2022-01-26,2022-01-29 00:00:00,,,Acknowledged,
Delhi,South Delhi,Water Supply Issue,2022-01-26,2022-01-27 00:00:00,2022-01-29 00:00:00,2022-02-07 00:00:00,Resolved,12
Delhi,East Delhi,Garbage Overflow,2022-01-26,2022-01-29 00:00:00,2022-02-01 00:00:00,2022-02-23 00:00:00,Resolved,28
Delhi,Dwarka,Broken Streetlight,2022-01-27,,,,Ignored,
Delhi,Central Delhi,Sewage Issue,2022-01-27,2022-01-27 00:00:00,2022-01-28 00:00:00,2022-02-17 00:00:00,Resolved,21
Delhi,South Delhi,Water Supply Issue,2022-01-27,2022-01-27 00:00:00,,,Acknowledged,
Delhi,Rohini,Garbage Overflow,2022-01-27,2022-01-29 00:00:00,2022-02-02 00:00:00,2022-02-16 00:00:00,Resolved,20
Delhi,North Delhi,Water Supply Issue,2022-01-27,2022-01-28 00:00:00,2022-01-29 00:00:00,2022-02-03 00:00:00,Resolved,7
Delhi,Rohini,Water Supply Issue,2022-01-27,2022-01-27 00:00:00,,,Acknowledged,
Delhi,South Delhi,Damaged Footpath,2022-01-28,2022-01-29 00:00:00,2022-02-02 00:00:00,,In Progress,
Delhi,East Delhi,Pothole,2022-01-28,2022-01-31 00:00:00,2022-02-04 00:00:00,,In Progress,
Delhi,East Delhi,Sewage Issue,2022-01-28,2022-01-30 00:00:00,2022-02-01 00:00:00,2022-03-16 00:00:00,Resolved,47
Delhi,Rohini,Garbage Overflow,2022-01-29,2022-01-31 00:00:00,2022-02-05 00:00:00,2022-03-07 00:00:00,Resolved,37
Delhi,Central Delhi,Garbage Overflow,2022-01-29,2022-01-30 00:00:00,2022-02-01 00:00:00,2022-02-24 00:00:00,Resolved,26
Delhi,North Delhi,Garbage Overflow,2022-01-30,,,,Ignored,
Delhi,East Delhi,Garbage Overflow,2022-01-30,2022-02-02 00:00:00,2022-02-03 00:00:00,2022-02-23 00:00:00,Resolved,24
Delhi,Rohini,Sewage Issue,2022-01-30,2022-01-30 00:00:00,2022-01-31 00:00:00,2022-03-07 00:00:00,Resolved,36
Delhi,East Delhi,Pothole,2022-01-30,,,,Ignored,
Delhi,East Delhi,Water Supply Issue,2022-01-30,2022-01-31 00:00:00,2022-02-04 00:00:00,2022-02-11 00:00:00,Resolved,12
Delhi,Rohini,Water Supply Issue,2022-01-30,2022-01-30 00:00:00,2022-02-01 00:00:00,2022-02-05 00:00:00,Resolved,6
Delhi,East Delhi,Damaged Footpath,2022-01-31,2022-02-01 00:00:00,2022-02-03 00:00:00,2022-02-25 00:00:00,Resolved,25
Delhi,North Delhi,Water Supply Issue,2022-01-31,2022-02-02 00:00:00,2022-02-06 00:00:00,2022-02-09 00:00:00,Resolved,9
Delhi,North Delhi,Water Supply Issue,2022-01-31,2022-02-01 00:00:00,2022-02-06 00:00:00,2022-02-16 00:00:00,Resolved,16
Delhi,Dwarka,Damaged Footpath,2022-01-31,,,,Ignored,
Delhi,Dwarka,Pothole,2022-02-01,2022-02-03 00:00:00,,,Acknowledged,
Delhi,Dwarka,Pothole,2022-02-01,2022-02-01 00:00:00,2022-02-03 00:00:00,2022-02-15 00:00:00,Resolved,14
Delhi,South Delhi,Pothole,2022-02-01,,,,Ignored,
Delhi,Dwarka,Sewage Issue,2022-02-02,2022-02-02 00:00:00,2022-02-04 00:00:00,2022-02-18 00:00:00,Resolved,16
Delhi,South Delhi,Sewage Issue,2022-02-02,2022-02-03 00:00:00,,,Acknowledged,
Delhi,South Delhi,Sewage Issue,2022-02-02,,,,Ignored,
Delhi,East Delhi,Garbage Overflow,2022-02-03,2022-02-06 00:00:00,2022-02-08 00:00:00,2022-02-24 00:00:00,Resolved,21
Delhi,Dwarka,Broken Streetlight,2022-02-03,2022-02-04 00:00:00,2022-02-06 00:00:00,2022-02-14 00:00:00,Resolved,11
Delhi,West Delhi,Pothole,2022-02-03,2022-02-06 00:00:00,,,Acknowledged,
Delhi,Central Delhi,Pothole,2022-02-03,2022-02-06 00:00:00,2022-02-09 00:00:00,2022-03-11 00:00:00,Resolved,36
Delhi,South Delhi,Sewage Issue,2022-02-04,2022-02-05 00:00:00,2022-02-08 00:00:00,2022-03-15 00:00:00,Resolved,39
Delhi,Dwarka,Garbage Overflow,2022-02-04,2022-02-05 00:00:00,2022-02-10 00:00:00,,In Progress,
Delhi,Central Delhi,Garbage Overflow,2022-02-04,2022-02-07 00:00:00,2022-02-08 00:00:00,2022-02-24 00:00:00,Resolved,20
Delhi,Rohini,Broken Streetlight,2022-02-05,,,,Ignored,
Delhi,Rohini,Sewage Issue,2022-02-06,2022-02-07 00:00:00,2022-02-10 00:00:00,,In Progress,
Delhi,Rohini,Water Supply Issue,2022-02-06,2022-02-09 00:00:00,2022-02-14 00:00:00,2022-02-21 00:00:00,Resolved,15
Delhi,Central Delhi,Broken Streetlight,2022-02-06,2022-02-09 00:00:00,2022-02-12 00:00:00,2022-02-17 00:00:00,Resolved,11
Delhi,South Delhi,Broken Streetlight,2022-02-06,2022-02-06 00:00:00,2022-02-11 00:00:00,2022-03-08 00:00:00,Resolved,30
Delhi,Dwarka,Garbage Overflow,2022-02-07,2022-02-09 00:00:00,2022-02-10 00:00:00,2022-03-07 00:00:00,Resolved,28
Delhi,East Delhi,Pothole,2022-02-07,2022-02-08 00:00:00,2022-02-09 00:00:00,2022-03-07 00:00:00,Resolved,28
Delhi,Central Delhi,Garbage Overflow,2022-02-07,2022-02-08 00:00:00,2022-02-13 00:00:00,2022-03-05 00:00:00,Resolved,26
Delhi,North Delhi,Broken Streetlight,2022-02-07,2022-02-08 00:00:00,2022-02-13 00:00:00,2022-03-14 00:00:00,Resolved,35
Delhi,East Delhi,Water Supply Issue,2022-02-07,2022-02-07 00:00:00,,,Acknowledged,
Delhi,Dwarka,Broken Streetlight,2022-02-07,2022-02-10 00:00:00,2022-02-11 00:00:00,2022-03-06 00:00:00,Resolved,27
Delhi,South Delhi,Water Supply Issue,2022-02-08,2022-02-10 00:00:00,2022-02-12 00:00:00,2022-02-22 00:00:00,Resolved,14
Delhi,West Delhi,Pothole,2022-02-08,2022-02-08 00:00:00,2022-02-09 00:00:00,2022-03-07 00:00:00,Resolved,27
Delhi,Central Delhi,Pothole,2022-02-08,2022-02-10 00:00:00,2022-02-11 00:00:00,2022-03-10 00:00:00,Resolved,30
Delhi,North Delhi,Sewage Issue,2022-02-09,2022-02-10 00:00:00,2022-02-15 00:00:00,,In Progress,
Delhi,Central Delhi,Garbage Overflow,2022-02-09,2022-02-10 00:00:00,2022-02-13 00:00:00,2022-03-14 00:00:00,Resolved,33
Delhi,South Delhi,Pothole,2022-02-09,,,,Ignored,
Delhi,Dwarka,Broken Streetlight,2022-02-09,2022-02-10 00:00:00,2022-02-14 00:00:00,2022-03-05 00:00:00,Resolved,24
Delhi,Central Delhi,Damaged Footpath,2022-02-10,2022-02-10 00:00:00,,,Acknowledged,
Delhi,East Delhi,Damaged Footpath,2022-02-11,2022-02-13 00:00:00,2022-02-17 00:00:00,2022-03-16 00:00:00,Resolved,33
Delhi,Rohini,Pothole,2022-02-11,2022-02-14 00:00:00,2022-02-17 00:00:00,2022-03-15 00:00:00,Resolved,32
Delhi,East Delhi,Broken Streetlight,2022-02-11,2022-02-13 00:00:00,,,Acknowledged,
Delhi,North Delhi,Broken Streetlight,2022-02-11,2022-02-13 00:00:00,2022-02-16 00:00:00,2022-02-24 00:00:00,Resolved,13
Delhi,Central Delhi,Pothole,2022-02-11,2022-02-14 00:00:00,2022-02-19 00:00:00,2022-02-25 00:00:00,Resolved,14
Delhi,South Delhi,Broken Streetlight,2022-02-11,2022-02-13 00:00:00,,,Acknowledged,
Delhi,Rohini,Water Supply Issue,2022-02-12,2022-02-12 00:00:00,2022-02-13 00:00:00,2022-02-17 00:00:00,Resolved,5
Delhi,Dwarka,Damaged Footpath,2022-02-12,2022-02-12 00:00:00,,,Acknowledged,
Delhi,Rohini,Garbage Overflow,2022-02-12,2022-02-15 00:00:00,2022-02-19 00:00:00,2022-03-06 00:00:00,Resolved,22
Delhi,North Delhi,Water Supply Issue,2022-02-13,2022-02-16 00:00:00,2022-02-17 00:00:00,2022-02-24 00:00:00,Resolved,11
Delhi,Rohini,Water Supply Issue,2022-02-13,2022-02-14 00:00:00,2022-02-17 00:00:00,2022-02-26 00:00:00,Resolved,13
Delhi,East Delhi,Pothole,2022-02-14,2022-02-16 00:00:00,2022-02-19 00:00:00,2022-03-13 00:00:00,Resolved,27
Delhi,East Delhi,Sewage Issue,2022-02-14,2022-02-17 00:00:00,2022-02-21 00:00:00,,In Progress,
Delhi,East Delhi,Pothole,2022-02-15,2022-02-16 00:00:00,2022-02-17 00:00:00,,In Progress,
Delhi,West Delhi,Damaged Footpath,2022-02-15,2022-02-15 00:00:00,,,Acknowledged,
Delhi,East Delhi,Water Supply Issue,2022-02-15,2022-02-16 00:00:00,2022-02-17 00:00:00,2022-02-20 00:00:00,Resolved,5
Delhi,East Delhi,Garbage Overflow,2022-02-16,2022-02-16 00:00:00,2022-02-20 00:00:00,2022-03-05 00:00:00,Resolved,17
Delhi,North Delhi,Water Supply Issue,2022-02-16,2022-02-16 00:00:00,2022-02-18 00:00:00,2022-02-27 00:00:00,Resolved,11
Delhi,Rohini,Water Supply Issue,2022-02-16,2022-02-16 00:00:00,2022-02-21 00:00:00,2022-02-24 00:00:00,Resolved,8
Delhi,North Delhi,Water Supply Issue,2022-02-16,2022-02-16 00:00:00,2022-02-18 00:00:00,2022-02-25 00:00:00,Resolved,9
Delhi,East Delhi,Damaged Footpath,2022-02-16,2022-02-19 00:00:00,2022-02-22 00:00:00,2022-03-17 00:00:00,Resolved,29
Delhi,East Delhi,Damaged Footpath,2022-02-17,2022-02-20 00:00:00,2022-02-25 00:00:00,2022-03-23 00:00:00,Resolved,34
Delhi,Rohini,Broken Streetlight,2022-02-17,2022-02-19 00:00:00,2022-02-23 00:00:00,,In Progress,
Delhi,East Delhi,Sewage Issue,2022-02-17,2022-02-19 00:00:00,,,Acknowledged,
Delhi,Central Delhi,Sewage Issue,2022-02-17,2022-02-19 00:00:00,2022-02-24 00:00:00,2022-03-12 00:00:00,Resolved,23
Delhi,Dwarka,Pothole,2022-02-18,2022-02-19 00:00:00,2022-02-24 00:00:00,,In Progress,
Delhi,Central Delhi,Damaged Footpath,2022-02-18,2022-02-21 00:00:00,2022-02-23 00:00:00,2022-03-17 00:00:00,Resolved,27
Delhi,North Delhi,Water Supply Issue,2022-02-18,2022-02-18 00:00:00,2022-02-21 00:00:00,2022-03-03 00:00:00,Resolved,13
Delhi,South Delhi,Garbage Overflow,2022-02-18,2022-02-19 00:00:00,,,Acknowledged,
Delhi,South Delhi,Pothole,2022-02-19,2022-02-21 00:00:00,2022-02-22 00:00:00,2022-03-10 00:00:00,Resolved,19
Delhi,Rohini,Pothole,2022-02-19,2022-02-21 00:00:00,2022-02-25 00:00:00,2022-03-26 00:00:00,Resolved,35
Delhi,East Delhi,Water Supply Issue,2022-02-19,2022-02-22 00:00:00,2022-02-26 00:00:00,2022-03-02 00:00:00,Resolved,11
Delhi,Dwarka,Damaged Footpath,2022-02-20,2022-02-20 00:00:00,2022-02-21 00:00:00,,In Progress,
Delhi,North Delhi,Broken Streetlight,2022-02-20,2022-02-21 00:00:00,2022-02-26 00:00:00,2022-03-13 00:00:00,Resolved,21
Delhi,South Delhi,Damaged Footpath,2022-02-20,2022-02-21 00:00:00,2022-02-25 00:00:00,,In Progress,
Delhi,West Delhi,Pothole,2022-02-21,2022-02-21 00:00:00,2022-02-24 00:00:00,2022-03-12 00:00:00,Resolved,19
Delhi,East Delhi,Water Supply Issue,2022-02-21,2022-02-22 00:00:00,2022-02-27 00:00:00,2022-03-09 00:00:00,Resolved,16
Delhi,South Delhi,Water Supply Issue,2022-02-21,2022-02-21 00:00:00,2022-02-24 00:00:00,2022-02-27 00:00:00,Resolved,6
Delhi,West Delhi,Broken Streetlight,2022-02-21,2022-02-22 00:00:00,2022-02-25 00:00:00,2022-03-11 00:00:00,Resolved,18
Delhi,Dwarka,Water Supply Issue,2022-02-22,2022-02-24 00:00:00,2022-02-27 00:00:00,2022-03-04 00:00:00,Resolved,10
Delhi,East Delhi,Sewage Issue,2022-02-22,2022-02-25 00:00:00,2022-03-01 00:00:00,,In Progress,
Delhi,Dwarka,Garbage Overflow,2022-02-22,2022-02-25 00:00:00,2022-03-02 00:00:00,2022-03-12 00:00:00,Resolved,18
Delhi,Dwarka,Garbage Overflow,2022-02-22,2022-02-23 00:00:00,,,Acknowledged,
Delhi,West Delhi,Pothole,2022-02-22,2022-02-25 00:00:00,2022-03-01 00:00:00,,In Progress,
Delhi,Central Delhi,Sewage Issue,2022-02-22,2022-02-24 00:00:00,2022-02-25 00:00:00,2022-03-27 00:00:00,Resolved,33
Delhi,Rohini,Water Supply Issue,2022-02-22,,,,Ignored,
Delhi,Dwarka,Damaged Footpath,2022-02-22,,,,Ignored,
Delhi,West Delhi,Broken Streetlight,2022-02-23,2022-02-25 00:00:00,2022-02-28 00:00:00,2022-03-13 00:00:00,Resolved,18
Delhi,South Delhi,Garbage Overflow,2022-02-23,2022-02-26 00:00:00,2022-03-01 00:00:00,2022-03-31 00:00:00,Resolved,36
Delhi,Dwarka,Pothole,2022-02-23,2022-02-23 00:00:00,2022-02-24 00:00:00,2022-03-12 00:00:00,Resolved,17
Delhi,East Delhi,Pothole,2022-02-23,2022-02-25 00:00:00,2022-02-28 00:00:00,2022-03-24 00:00:00,Resolved,29
Delhi,West Delhi,Water Supply Issue,2022-02-23,2022-02-24 00:00:00,2022-02-25 00:00:00,2022-03-02 00:00:00,Resolved,7
Delhi,Central Delhi,Garbage Overflow,2022-02-24,2022-02-26 00:00:00,2022-03-01 00:00:00,2022-03-30 00:00:00,Resolved,34
Delhi,South Delhi,Water Supply Issue,2022-02-24,2022-02-24 00:00:00,2022-02-25 00:00:00,2022-03-05 00:00:00,Resolved,9
Delhi,West Delhi,Garbage Overflow,2022-02-24,2022-02-26 00:00:00,2022-03-01 00:00:00,,In Progress,
Delhi,Central Delhi,Water Supply Issue,2022-02-24,2022-02-27 00:00:00,,,Acknowledged,
Delhi,South Delhi,Broken Streetlight,2022-02-24,2022-02-26 00:00:00,2022-02-27 00:00:00,,In Progress,
Delhi,Dwarka,Sewage Issue,2022-02-25,2022-02-26 00:00:00,,,Acknowledged,
Delhi,East Delhi,Sewage Issue,2022-02-25,,,,Ignored,
Delhi,Central Delhi,Pothole,2022-02-25,2022-02-28 00:00:00,2022-03-05 00:00:00,2022-03-15 00:00:00,Resolved,18
Delhi,Central Delhi,Sewage Issue,2022-02-25,2022-02-26 00:00:00,,,Acknowledged,
Delhi,Rohini,Damaged Footpath,2022-02-25,2022-02-26 00:00:00,,,Acknowledged,
Delhi,South Delhi,Broken Streetlight,2022-02-26,2022-03-01 00:00:00,2022-03-06 00:00:00,2022-03-13 00:00:00,Resolved,15
Delhi,Rohini,Broken Streetlight,2022-02-26,,,,Ignored,
Delhi,Dwarka,Water Supply Issue,2022-02-26,2022-03-01 00:00:00,2022-03-04 00:00:00,2022-03-12 00:00:00,Resolved,14
Delhi,North Delhi,Broken Streetlight,2022-02-27,,,,Ignored,
Delhi,South Delhi,Damaged Footpath,2022-02-27,2022-03-02 00:00:00,2022-03-03 00:00:00,2022-04-13 00:00:00,Resolved,45
Delhi,West Delhi,Water Supply Issue,2022-02-27,2022-03-01 00:00:00,2022-03-05 00:00:00,2022-03-08 00:00:00,Resolved,9
Delhi,North Delhi,Sewage Issue,2022-02-27,2022-02-27 00:00:00,2022-02-28 00:00:00,2022-03-21 00:00:00,Resolved,22
Delhi,Dwarka,Water Supply Issue,2022-02-27,2022-03-01 00:00:00,2022-03-03 00:00:00,2022-03-06 00:00:00,Resolved,7
Delhi,North Delhi,Pothole,2022-02-28,2022-03-01 00:00:00,,,Acknowledged,
Delhi,South Delhi,Damaged Footpath,2022-02-28,2022-02-28 00:00:00,2022-03-03 00:00:00,2022-04-10 00:00:00,Resolved,41
Delhi,East Delhi,Damaged Footpath,2022-03-01,2022-03-02 00:00:00,,,Acknowledged,
Delhi,Dwarka,Sewage Issue,2022-03-01,2022-03-02 00:00:00,2022-03-05 00:00:00,,In Progress,
Delhi,Dwarka,Water Supply Issue,2022-03-01,2022-03-03 00:00:00,2022-03-07 00:00:00,2022-03-13 00:00:00,Resolved,12
Delhi,Rohini,Pothole,2022-03-01,2022-03-04 00:00:00,2022-03-07 00:00:00,,In Progress,
Delhi,North Delhi,Pothole,2022-03-02,2022-03-02 00:00:00,2022-03-04 00:00:00,2022-03-11 00:00:00,Resolved,9
Delhi,Central Delhi,Damaged Footpath,2022-03-02,2022-03-04 00:00:00,,,Acknowledged,
Delhi,West Delhi,Sewage Issue,2022-03-03,2022-03-03 00:00:00,2022-03-04 00:00:00,2022-03-22 00:00:00,Resolved,19
Delhi,Dwarka,Damaged Footpath,2022-03-03,2022-03-03 00:00:00,2022-03-08 00:00:00,,In Progress,
