city,ward,issue_type,reported_date,acknowledged_date,action_start_date,resolved_date,status,resolution_time_days
Mumbai,Ghatkopar,Water Supply Issue,2022-01-05,2022-01-08 00:00:00,2022-01-09 00:00:00,2022-01-19 00:00:00,Resolved,14
Mumbai,Andheri West,Water Supply Issue,2022-01-05,2022-01-08 00:00:00,2022-01-13 00:00:00,2022-01-19 00:00:00,Resolved,14
Mumbai,Andheri West,Water Supply Issue,2022-01-06,2022-01-06 00:00:00,2022-01-07 00:00:00,2022-01-12 00:00:00,Resolved,6
Mumbai,Andheri West,Garbage Overflow,2022-01-06,2022-01-07 00:00:00,,,Acknowledged,
Mumbai,Dadar,Damaged Footpath,2022-01-06,2022-01-08 00:00:00,2022-01-10 00:00:00,2022-01-27 00:00:00,Resolved,21
Mumbai,Andheri East,Broken Streetlight,2022-01-06,2022-01-09 00:00:00,,,Acknowledged,
Mumbai,Dadar,Broken Streetlight,2022-01-06,2022-01-06 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Sewage Issue,2022-01-06,2022-01-06 00:00:00,2022-01-10 00:00:00,2022-02-06 00:00:00,Resolved,31
Mumbai,Bandra West,Pothole,2022-01-07,2022-01-09 00:00:00,,,Acknowledged,
Mumbai,Kurla,Garbage Overflow,2022-01-07,2022-01-07 00:00:00,2022-01-11 00:00:00,2022-02-03 00:00:00,Resolved,27
Mumbai,Dadar,Sewage Issue,2022-01-07,2022-01-07 00:00:00,2022-01-12 00:00:00,2022-02-20 00:00:00,Resolved,44
Mumbai,Andheri West,Sewage Issue,2022-01-07,2022-01-10 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Water Supply Issue,2022-01-08,2022-01-10 00:00:00,2022-01-14 00:00:00,2022-01-18 00:00:00,Resolved,10
Mumbai,Ghatkopar,Pothole,2022-01-08,2022-01-09 00:00:00,,,Acknowledged,
Mumbai,Bandra West,Water Supply Issue,2022-01-08,2022-01-08 00:00:00,2022-01-11 00:00:00,2022-01-18 00:00:00,Resolved,10
Mumbai,Kurla,Broken Streetlight,2022-01-08,2022-01-10 00:00:00,2022-01-14 00:00:00,2022-02-11 00:00:00,Resolved,34
Mumbai,Bandra West,Broken Streetlight,2022-01-08,2022-01-11 00:00:00,2022-01-14 00:00:00,2022-02-13 00:00:00,Resolved,36
Mumbai,Andheri West,Broken Streetlight,2022-01-09,,,,Ignored,
Mumbai,Andheri West,Broken Streetlight,2022-01-09,2022-01-09 00:00:00,2022-01-14 00:00:00,,In Progress,
Mumbai,Kurla,Broken Streetlight,2022-01-09,2022-01-10 00:00:00,2022-01-15 00:00:00,2022-02-12 00:00:00,Resolved,34
Mumbai,Andheri West,Broken Streetlight,2022-01-09,2022-01-10 00:00:00,2022-01-11 00:00:00,,In Progress,
Mumbai,Dadar,Damaged Footpath,2022-01-10,2022-01-12 00:00:00,2022-01-15 00:00:00,2022-02-01 00:00:00,Resolved,22
Mumbai,Bandra West,Water Supply Issue,2022-01-10,2022-01-10 00:00:00,,,Acknowledged,
Mumbai,Bandra West,Water Supply Issue,2022-01-10,2022-01-10 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Damaged Footpath,2022-01-11,,,,Ignored,
Mumbai,Borivali,Damaged Footpath,2022-01-11,2022-01-12 00:00:00,2022-01-15 00:00:00,,In Progress,
Mumbai,Andheri West,Water Supply Issue,2022-01-11,2022-01-14 00:00:00,2022-01-15 00:00:00,2022-01-21 00:00:00,Resolved,10
Mumbai,Bandra East,Water Supply Issue,2022-01-11,2022-01-13 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,Resolved,6
Mumbai,Andheri West,Damaged Footpath,2022-01-11,,,,Ignored,
Mumbai,Andheri West,Sewage Issue,2022-01-11,,,,Ignored,
Mumbai,Kurla,Sewage Issue,2022-01-12,2022-01-14 00:00:00,2022-01-19 00:00:00,,In Progress,
Mumbai,Andheri West,Broken Streetlight,2022-01-13,,,,Ignored,
Mumbai,Bandra West,Damaged Footpath,2022-01-14,,,,Ignored,
Mumbai,Bandra East,Broken Streetlight,2022-01-14,2022-01-16 00:00:00,2022-01-19 00:00:00,2022-02-04 00:00:00,Resolved,21
Mumbai,Dadar,Damaged Footpath,2022-01-14,2022-01-17 00:00:00,2022-01-20 00:00:00,,In Progress,
Mumbai,Kurla,Damaged Footpath,2022-01-14,2022-01-16 00:00:00,2022-01-18 00:00:00,2022-02-20 00:00:00,Resolved,37
Mumbai,Borivali,Damaged Footpath,2022-01-14,2022-01-15 00:00:00,2022-01-20 00:00:00,,In Progress,
Mumbai,Andheri East,Water Supply Issue,2022-01-15,2022-01-18 00:00:00,2022-01-21 00:00:00,2022-01-27 00:00:00,Resolved,12
Mumbai,Andheri West,Broken Streetlight,2022-01-15,2022-01-17 00:00:00,2022-01-19 00:00:00,2022-02-08 00:00:00,Resolved,24
Mumbai,Ghatkopar,Damaged Footpath,2022-01-15,2022-01-17 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Garbage Overflow,2022-01-16,2022-01-16 00:00:00,2022-01-17 00:00:00,2022-02-09 00:00:00,Resolved,24
Mumbai,Bandra West,Broken Streetlight,2022-01-16,2022-01-16 00:00:00,2022-01-17 00:00:00,,In Progress,
Mumbai,Kurla,Pothole,2022-01-16,2022-01-16 00:00:00,2022-01-20 00:00:00,2022-01-27 00:00:00,Resolved,11
Mumbai,Bandra East,Water Supply Issue,2022-01-17,2022-01-20 00:00:00,2022-01-24 00:00:00,2022-01-29 00:00:00,Resolved,12
Mumbai,Bandra West,Sewage Issue,2022-01-17,2022-01-20 00:00:00,,,Acknowledged,
Mumbai,Dadar,Broken Streetlight,2022-01-17,2022-01-20 00:00:00,2022-01-24 00:00:00,2022-02-11 00:00:00,Resolved,25
Mumbai,Andheri East,Garbage Overflow,2022-01-17,2022-01-19 00:00:00,2022-01-21 00:00:00,2022-02-14 00:00:00,Resolved,28
Mumbai,Ghatkopar,Sewage Issue,2022-01-17,2022-01-20 00:00:00,2022-01-22 00:00:00,2022-02-10 00:00:00,Resolved,24
Mumbai,Dadar,Broken Streetlight,2022-01-17,2022-01-17 00:00:00,2022-01-20 00:00:00,2022-02-14 00:00:00,Resolved,28
Mumbai,Dadar,Garbage Overflow,2022-01-17,2022-01-17 00:00:00,2022-01-19 00:00:00,2022-02-07 00:00:00,Resolved,21
Mumbai,Andheri East,Sewage Issue,2022-01-18,2022-01-19 00:00:00,2022-01-24 00:00:00,,In Progress,
Mumbai,Andheri East,Garbage Overflow,2022-01-18,2022-01-20 00:00:00,2022-01-25 00:00:00,2022-02-07 00:00:00,Resolved,20
Mumbai,Andheri West,Sewage Issue,2022-01-18,2022-01-20 00:00:00,2022-01-21 00:00:00,,In Progress,
Mumbai,Andheri West,Pothole,2022-01-18,2022-01-21 00:00:00,2022-01-24 00:00:00,2022-02-05 00:00:00,Resolved,18
Mumbai,Andheri West,Sewage Issue,2022-01-19,2022-01-20 00:00:00,2022-01-21 00:00:00,,In Progress,
Mumbai,Borivali,Garbage Overflow,2022-01-20,2022-01-23 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Pothole,2022-01-20,2022-01-22 00:00:00,2022-01-23 00:00:00,2022-02-03 00:00:00,Resolved,14
Mumbai,Borivali,Pothole,2022-01-20,2022-01-21 00:00:00,2022-01-26 00:00:00,2022-02-08 00:00:00,Resolved,19
Mumbai,Bandra East,Sewage Issue,2022-01-20,2022-01-23 00:00:00,2022-01-25 00:00:00,,In Progress,
Mumbai,Andheri West,Garbage Overflow,2022-01-21,2022-01-24 00:00:00,2022-01-26 00:00:00,2022-02-20 00:00:00,Resolved,30
Mumbai,Kurla,Water Supply Issue,2022-01-21,2022-01-21 00:00:00,2022-01-23 00:00:00,2022-01-31 00:00:00,Resolved,10
Mumbai,Andheri East,Water Supply Issue,2022-01-21,2022-01-24 00:00:00,2022-01-28 00:00:00,2022-02-01 00:00:00,Resolved,11
Mumbai,Kurla,Broken Streetlight,2022-01-22,2022-01-24 00:00:00,2022-01-25 00:00:00,2022-02-18 00:00:00,Resolved,27
Mumbai,Dadar,Broken Streetlight,2022-01-22,2022-01-25 00:00:00,2022-01-26 00:00:00,2022-02-13 00:00:00,Resolved,22
Mumbai,Bandra West,Water Supply Issue,2022-01-22,2022-01-24 00:00:00,,,Acknowledged,
Mumbai,Dadar,Water Supply Issue,2022-01-22,2022-01-22 00:00:00,2022-01-23 00:00:00,2022-01-25 00:00:00,Resolved,3
Mumbai,Borivali,Sewage Issue,2022-01-22,2022-01-22 00:00:00,,,Acknowledged,
Mumbai,Andheri East,Sewage Issue,2022-01-23,2022-01-26 00:00:00,2022-01-28 00:00:00,2022-02-23 00:00:00,Resolved,31
Mumbai,Andheri East,Broken Streetlight,2022-01-23,2022-01-25 00:00:00,2022-01-29 00:00:00,2022-02-14 00:00:00,Resolved,22
Mumbai,Andheri West,Broken Streetlight,2022-01-23,2022-01-25 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Water Supply Issue,2022-01-23,2022-01-24 00:00:00,2022-01-28 00:00:00,2022-02-01 00:00:00,Resolved,9
Mumbai,Dadar,Water Supply Issue,2022-01-23,2022-01-26 00:00:00,2022-01-27 00:00:00,2022-02-03 00:00:00,Resolved,11
Mumbai,Dadar,Damaged Footpath,2022-01-24,2022-01-24 00:00:00,2022-01-28 00:00:00,2022-02-26 00:00:00,Resolved,33
Mumbai,Borivali,Garbage Overflow,2022-01-24,2022-01-27 00:00:00,2022-01-31 00:00:00,2022-02-11 00:00:00,Resolved,18
Mumbai,Ghatkopar,Broken Streetlight,2022-01-24,2022-01-25 00:00:00,2022-01-28 00:00:00,2022-02-18 00:00:00,Resolved,25
Mumbai,Andheri West,Pothole,2022-01-24,2022-01-25 00:00:00,2022-01-27 00:00:00,2022-02-11 00:00:00,Resolved,18
Mumbai,Borivali,Damaged Footpath,2022-01-25,2022-01-26 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Garbage Overflow,2022-01-25,2022-01-28 00:00:00,2022-02-02 00:00:00,2022-02-22 00:00:00,Resolved,28
Mumbai,Andheri East,Pothole,2022-01-25,2022-01-26 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Damaged Footpath,2022-01-25,,,,Ignored,
Mumbai,Andheri East,Damaged Footpath,2022-01-26,2022-01-28 00:00:00,2022-01-29 00:00:00,,In Progress,
Mumbai,Dadar,Pothole,2022-01-26,2022-01-27 00:00:00,2022-01-29 00:00:00,2022-02-25 00:00:00,Resolved,30
Mumbai,Dadar,Water Supply Issue,2022-01-27,2022-01-30 00:00:00,2022-02-04 00:00:00,2022-02-07 00:00:00,Resolved,11
Mumbai,Borivali,Broken Streetlight,2022-01-27,2022-01-27 00:00:00,2022-01-28 00:00:00,2022-02-06 00:00:00,Resolved,10
Mumbai,Andheri East,Broken Streetlight,2022-01-28,2022-01-30 00:00:00,,,Acknowledged,
Mumbai,Andheri East,Damaged Footpath,2022-01-28,2022-01-30 00:00:00,2022-01-31 00:00:00,2022-02-22 00:00:00,Resolved,25
Mumbai,Kurla,Sewage Issue,2022-01-28,2022-01-31 00:00:00,2022-02-03 00:00:00,2022-02-19 00:00:00,Resolved,22
Mumbai,Dadar,Water Supply Issue,2022-01-28,2022-01-31 00:00:00,,,Acknowledged,
Mumbai,Andheri East,Sewage Issue,2022-01-28,2022-01-28 00:00:00,2022-01-29 00:00:00,,In Progress,
Mumbai,Ghatkopar,Damaged Footpath,2022-01-29,2022-01-29 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Pothole,2022-01-29,2022-01-30 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Garbage Overflow,2022-01-30,2022-01-31 00:00:00,2022-02-05 00:00:00,2022-02-14 00:00:00,Resolved,15
Mumbai,Andheri East,Sewage Issue,2022-01-31,2022-01-31 00:00:00,2022-02-05 00:00:00,2022-03-06 00:00:00,Resolved,34
Mumbai,Bandra East,Pothole,2022-01-31,2022-01-31 00:00:00,2022-02-04 00:00:00,,In Progress,
Mumbai,Bandra East,Pothole,2022-01-31,2022-01-31 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Pothole,2022-01-31,2022-02-03 00:00:00,2022-02-08 00:00:00,2022-02-17 00:00:00,Resolved,17
Mumbai,Borivali,Broken Streetlight,2022-01-31,2022-02-01 00:00:00,,,Acknowledged,
Mumbai,Borivali,Broken Streetlight,2022-01-31,2022-02-03 00:00:00,2022-02-06 00:00:00,,In Progress,
Mumbai,Bandra West,Water Supply Issue,2022-02-01,2022-02-01 00:00:00,2022-02-05 00:00:00,2022-02-15 00:00:00,Resolved,14
Mumbai,Kurla,Pothole,2022-02-01,2022-02-04 00:00:00,2022-02-09 00:00:00,2022-03-02 00:00:00,Resolved,29
Mumbai,Andheri East,Pothole,2022-02-01,2022-02-01 00:00:00,2022-02-04 00:00:00,2022-02-16 00:00:00,Resolved,15
Mumbai,Bandra West,Damaged Footpath,2022-02-01,2022-02-03 00:00:00,2022-02-08 00:00:00,2022-03-10 00:00:00,Resolved,37
Mumbai,Bandra East,Water Supply Issue,2022-02-01,2022-02-04 00:00:00,2022-02-05 00:00:00,2022-02-09 00:00:00,Resolved,8
Mumbai,Kurla,Pothole,2022-02-01,2022-02-01 00:00:00,2022-02-05 00:00:00,2022-02-25 00:00:00,Resolved,24
Mumbai,Ghatkopar,Sewage Issue,2022-02-02,2022-02-05 00:00:00,2022-02-07 00:00:00,2022-02-18 00:00:00,Resolved,16
Mumbai,Ghatkopar,Water Supply Issue,2022-02-02,,,,Ignored,
Mumbai,Bandra East,Garbage Overflow,2022-02-02,2022-02-03 00:00:00,2022-02-05 00:00:00,2022-03-02 00:00:00,Resolved,28
Mumbai,Bandra East,Garbage Overflow,2022-02-02,2022-02-02 00:00:00,2022-02-04 00:00:00,2022-02-22 00:00:00,Resolved,20
Mumbai,Bandra West,Garbage Overflow,2022-02-03,,,,Ignored,
Mumbai,Andheri West,Damaged Footpath,2022-02-03,2022-02-04 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Garbage Overflow,2022-02-03,2022-02-06 00:00:00,,,Acknowledged,
Mumbai,Borivali,Pothole,2022-02-03,2022-02-05 00:00:00,2022-02-10 00:00:00,2022-03-12 00:00:00,Resolved,37
Mumbai,Kurla,Sewage Issue,2022-02-03,2022-02-03 00:00:00,2022-02-08 00:00:00,2022-03-11 00:00:00,Resolved,36
Mumbai,Bandra East,Garbage Overflow,2022-02-04,2022-02-04 00:00:00,2022-02-08 00:00:00,2022-02-21 00:00:00,Resolved,17
Mumbai,Andheri West,Pothole,2022-02-04,2022-02-07 00:00:00,2022-02-12 00:00:00,,In Progress,
Mumbai,Dadar,Sewage Issue,2022-02-04,2022-02-07 00:00:00,2022-02-09 00:00:00,2022-03-15 00:00:00,Resolved,39
Mumbai,Kurla,Garbage Overflow,2022-02-04,2022-02-05 00:00:00,2022-02-09 00:00:00,2022-02-24 00:00:00,Resolved,20
Mumbai,Kurla,Damaged Footpath,2022-02-04,2022-02-06 00:00:00,,,Acknowledged,
Mumbai,Bandra West,Damaged Footpath,2022-02-04,2022-02-04 00:00:00,2022-02-05 00:00:00,2022-03-21 00:00:00,Resolved,45
Mumbai,Dadar,Sewage Issue,2022-02-05,2022-02-08 00:00:00,,,Acknowledged,
Mumbai,Borivali,Damaged Footpath,2022-02-05,2022-02-05 00:00:00,2022-02-10 00:00:00,2022-03-20 00:00:00,Resolved,43
Mumbai,Borivali,Water Supply Issue,2022-02-05,2022-02-06 00:00:00,2022-02-10 00:00:00,2022-02-12 00:00:00,Resolved,7
Mumbai,Borivali,Broken Streetlight,2022-02-05,2022-02-08 00:00:00,2022-02-13 00:00:00,2022-03-06 00:00:00,Resolved,29
Mumbai,Bandra West,Broken Streetlight,2022-02-05,2022-02-07 00:00:00,2022-02-09 00:00:00,2022-03-03 00:00:00,Resolved,26
Mumbai,Bandra East,Broken Streetlight,2022-02-05,2022-02-07 00:00:00,2022-02-11 00:00:00,,In Progress,
Mumbai,Andheri West,Garbage Overflow,2022-02-06,2022-02-09 00:00:00,2022-02-12 00:00:00,2022-02-25 00:00:00,Resolved,19
Mumbai,Andheri East,Garbage Overflow,2022-02-06,2022-02-09 00:00:00,2022-02-10 00:00:00,2022-03-04 00:00:00,Resolved,26
Mumbai,Andheri East,Sewage Issue,2022-02-06,2022-02-06 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Sewage Issue,2022-02-06,2022-02-06 00:00:00,2022-02-11 00:00:00,2022-03-12 00:00:00,Resolved,34
Mumbai,Andheri East,Sewage Issue,2022-02-07,2022-02-09 00:00:00,2022-02-11 00:00:00,2022-03-02 00:00:00,Resolved,23
Mumbai,Kurla,Garbage Overflow,2022-02-07,2022-02-09 00:00:00,,,Acknowledged,
Mumbai,Dadar,Broken Streetlight,2022-02-07,2022-02-07 00:00:00,,,Acknowledged,
Mumbai,Kurla,Garbage Overflow,2022-02-08,2022-02-09 00:00:00,2022-02-13 00:00:00,2022-02-18 00:00:00,Resolved,10
Mumbai,Dadar,Damaged Footpath,2022-02-08,2022-02-08 00:00:00,2022-02-09 00:00:00,,In Progress,
Mumbai,Ghatkopar,Sewage Issue,2022-02-09,2022-02-09 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Damaged Footpath,2022-02-09,2022-02-12 00:00:00,2022-02-13 00:00:00,,In Progress,
Mumbai,Andheri East,Water Supply Issue,2022-02-09,,,,Ignored,
Mumbai,Bandra West,Water Supply Issue,2022-02-09,2022-02-12 00:00:00,2022-02-13 00:00:00,2022-02-20 00:00:00,Resolved,11
Mumbai,Borivali,Broken Streetlight,2022-02-10,2022-02-11 00:00:00,2022-02-12 00:00:00,2022-02-22 00:00:00,Resolved,12
Mumbai,Ghatkopar,Damaged Footpath,2022-02-10,2022-02-12 00:00:00,,,Acknowledged,
Mumbai,Borivali,Water Supply Issue,2022-02-10,2022-02-13 00:00:00,2022-02-14 00:00:00,2022-02-21 00:00:00,Resolved,11
Mumbai,Andheri East,Water Supply Issue,2022-02-10,2022-02-10 00:00:00,2022-02-14 00:00:00,2022-02-21 00:00:00,Resolved,11
Mumbai,Andheri West,Pothole,2022-02-11,2022-02-11 00:00:00,,,Acknowledged,
Mumbai,Borivali,Garbage Overflow,2022-02-12,2022-02-14 00:00:00,2022-02-16 00:00:00,,In Progress,
Mumbai,Andheri East,Broken Streetlight,2022-02-12,2022-02-13 00:00:00,2022-02-16 00:00:00,2022-03-03 00:00:00,Resolved,19
Mumbai,Andheri East,Garbage Overflow,2022-02-13,2022-02-14 00:00:00,2022-02-17 00:00:00,,In Progress,
Mumbai,Ghatkopar,Sewage Issue,2022-02-14,2022-02-17 00:00:00,2022-02-21 00:00:00,2022-03-30 00:00:00,Resolved,44
Mumbai,Bandra East,Garbage Overflow,2022-02-14,2022-02-16 00:00:00,2022-02-19 00:00:00,2022-03-20 00:00:00,Resolved,34
Mumbai,Bandra West,Water Supply Issue,2022-02-14,2022-02-14 00:00:00,2022-02-15 00:00:00,2022-02-21 00:00:00,Resolved,7
Mumbai,Ghatkopar,Water Supply Issue,2022-02-15,2022-02-15 00:00:00,2022-02-18 00:00:00,2022-02-25 00:00:00,Resolved,10
Mumbai,Borivali,Damaged Footpath,2022-02-15,,,,Ignored,
Mumbai,Borivali,Damaged Footpath,2022-02-16,2022-02-19 00:00:00,2022-02-23 00:00:00,,In Progress,
Mumbai,Bandra West,Damaged Footpath,2022-02-16,2022-02-18 00:00:00,2022-02-19 00:00:00,2022-03-15 00:00:00,Resolved,27
Mumbai,Ghatkopar,Garbage Overflow,2022-02-16,2022-02-17 00:00:00,2022-02-19 00:00:00,2022-03-02 00:00:00,Resolved,14
Mumbai,Bandra West,Garbage Overflow,2022-02-16,2022-02-19 00:00:00,2022-02-22 00:00:00,,In Progress,
Mumbai,Bandra East,Damaged Footpath,2022-02-17,2022-02-20 00:00:00,2022-02-21 00:00:00,2022-04-05 00:00:00,Resolved,47
Mumbai,Andheri East,Damaged Footpath,2022-02-17,2022-02-19 00:00:00,2022-02-24 00:00:00,,In Progress,
Mumbai,Bandra West,Pothole,2022-02-17,,,,Ignored,
Mumbai,Borivali,Sewage Issue,2022-02-17,2022-02-20 00:00:00,2022-02-21 00:00:00,2022-03-31 00:00:00,Resolved,42
Mumbai,Bandra East,Pothole,2022-02-17,2022-02-17 00:00:00,2022-02-20 00:00:00,,In Progress,
Mumbai,Andheri West,Sewage Issue,2022-02-17,2022-02-19 00:00:00,2022-02-24 00:00:00,,In Progress,
Mumbai,Ghatkopar,Pothole,2022-02-17,2022-02-18 00:00:00,2022-02-19 00:00:00,2022-03-14 00:00:00,Resolved,25
Mumbai,Dadar,Water Supply Issue,2022-02-17,2022-02-19 00:00:00,2022-02-22 00:00:00,2022-02-24 00:00:00,Resolved,7
Mumbai,Dadar,Damaged Footpath,2022-02-18,2022-02-19 00:00:00,2022-02-23 00:00:00,,In Progress,
Mumbai,Kurla,Garbage Overflow,2022-02-18,2022-02-21 00:00:00,2022-02-24 00:00:00,,In Progress,
Mumbai,Bandra West,Garbage Overflow,2022-02-18,2022-02-18 00:00:00,2022-02-23 00:00:00,,In Progress,
Mumbai,Kurla,Water Supply Issue,2022-02-19,2022-02-21 00:00:00,2022-02-26 00:00:00,2022-03-02 00:00:00,Resolved,11
Mumbai,Borivali,Water Supply Issue,2022-02-19,2022-02-20 00:00:00,2022-02-23 00:00:00,2022-03-04 00:00:00,Resolved,13
Mumbai,Andheri West,Damaged Footpath,2022-02-20,2022-02-20 00:00:00,2022-02-23 00:00:00,2022-03-24 00:00:00,Resolved,32
Mumbai,Andheri East,Broken Streetlight,2022-02-20,2022-02-20 00:00:00,2022-02-24 00:00:00,2022-03-14 00:00:00,Resolved,22
Mumbai,Kurla,Damaged Footpath,2022-02-20,2022-02-22 00:00:00,2022-02-23 00:00:00,2022-04-02 00:00:00,Resolved,41
Mumbai,Bandra East,Water Supply Issue,2022-02-20,2022-02-20 00:00:00,2022-02-23 00:00:00,2022-03-05 00:00:00,Resolved,13
Mumbai,Bandra West,Pothole,2022-02-20,2022-02-22 00:00:00,2022-02-27 00:00:00,2022-03-18 00:00:00,Resolved,26
Mumbai,Bandra West,Damaged Footpath,2022-02-21,2022-02-22 00:00:00,2022-02-23 00:00:00,2022-03-19 00:00:00,Resolved,26
Mumbai,Borivali,Damaged Footpath,2022-02-21,,,,Ignored,
Mumbai,Dadar,Pothole,2022-02-22,2022-02-25 00:00:00,,,Acknowledged,
Mumbai,Bandra East,Sewage Issue,2022-02-22,2022-02-23 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Garbage Overflow,2022-02-22,2022-02-22 00:00:00,2022-02-25 00:00:00,,In Progress,
Mumbai,Bandra East,Garbage Overflow,2022-02-22,2022-02-24 00:00:00,2022-03-01 00:00:00,2022-03-20 00:00:00,Resolved,26
Mumbai,Ghatkopar,Broken Streetlight,2022-02-22,2022-02-22 00:00:00,2022-02-27 00:00:00,2022-03-22 00:00:00,Resolved,28
Mumbai,Bandra East,Water Supply Issue,2022-02-22,2022-02-22 00:00:00,,,Acknowledged,
Mumbai,Ghatkopar,Sewage Issue,2022-02-23,2022-02-23 00:00:00,2022-02-27 00:00:00,2022-03-19 00:00:00,Resolved,24
Mumbai,Kurla,Broken Streetlight,2022-02-23,2022-02-25 00:00:00,2022-02-26 00:00:00,2022-03-28 00:00:00,Resolved,33
Mumbai,Borivali,Garbage Overflow,2022-02-23,2022-02-23 00:00:00,2022-02-28 00:00:00,2022-03-27 00:00:00,Resolved,32
Mumbai,Dadar,Broken Streetlight,2022-02-24,2022-02-25 00:00:00,2022-02-26 00:00:00,2022-03-14 00:00:00,Resolved,18
Mumbai,Bandra East,Broken Streetlight,2022-02-24,2022-02-26 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Damaged Footpath,2022-02-25,2022-02-25 00:00:00,2022-02-28 00:00:00,2022-04-03 00:00:00,Resolved,37
Mumbai,Bandra East,Damaged Footpath,2022-02-25,,,,Ignored,
Mumbai,Dadar,Water Supply Issue,2022-02-25,2022-02-28 00:00:00,2022-03-05 00:00:00,2022-03-15 00:00:00,Resolved,18
Mumbai,Bandra East,Garbage Overflow,2022-02-25,2022-02-27 00:00:00,,,Acknowledged,
Mumbai,Andheri West,Garbage Overflow,2022-02-26,2022-02-28 00:00:00,,,Acknowledged,
Mumbai,Andheri East,Sewage Issue,2022-02-26,2022-02-27 00:00:00,2022-02-28 00:00:00,2022-04-04 00:00:00,Resolved,37
Mumbai,Dadar,Sewage Issue,2022-02-26,2022-02-26 00:00:00,,,Acknowledged,
Mumbai,Andheri East,Pothole,2022-02-27,2022-02-27 00:00:00,2022-03-02 00:00:00,2022-03-19 00:00:00,Resolved,20
Mumbai,Kurla,Water Supply Issue,2022-02-27,,,,Ignored,
Mumbai,Kurla,Pothole,2022-02-27,2022-02-27 00:00:00,2022-03-01 00:00:00,2022-03-24 00:00:00,Resolved,25
Mumbai,Borivali,Garbage Overflow,2022-02-28,2022-02-28 00:00:00,2022-03-03 00:00:00,2022-03-21 00:00:00,Resolved,21
Mumbai,Andheri West,Broken Streetlight,2022-02-28,2022-02-28 00:00:00,2022-03-03 00:00:00,,In Progress,
